ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	dPSI
330	AT2G18890		chr2	+							330	60,91,60,14,47,22,30,7,84,44,56,22,79,48,52,30,25	2,2,2,0,0,5,2,0,3,1,2,4,2,0,2,2,0	23,38,66	8,1,7	168	124	9.87633589973e-05	0.0100273857429023	0.957,0.971,0.957,1.0,1.0,0.765,0.917,1.0,0.954,0.97,0.954,0.802,0.967,1.0,0.95,0.917,1.0	0.68,0.966,0.874	0.106	A5SS	8185150.0	8185286.0	8185150.0	8185242.0	8185641.0	8185791.0							0.106
387	AT2G05440	ATGRP9	chr2	+							387	3,7,1,3,1,7,2,4,9,3,8,1,11,5,2,8,1	0,0,3,3,0,4,5,5,0,2,8,2,0,0,0,0,0	5,7,3	8,7,2	187	124	0.000512147181623	0.040180274340059	1.0,1.0,0.181,0.399,1.0,0.537,0.21,0.347,1.0,0.499,0.399,0.249,1.0,1.0,1.0,1.0,1.0	0.293,0.399,0.499	0.298	A5SS	1993573.0	1993807.0	1993573.0	1993744.0	1993846.0	1994166.0							0.298
500	AT2G44280		chr2	-							500	5,13,6,9,3,7,3,8,13,10,13,9,3,4,7,8,3	0,2,0,1,1,0,1,0,1,2,4,3,0,0,0,0,0	20,9,9	2,3,2	183	124	0.000465925329371	0.0382946246902069	1.0,0.815,1.0,0.859,0.67,1.0,0.67,1.0,0.898,0.772,0.688,0.67,1.0,1.0,1.0,1.0,1.0	0.871,0.67,0.753	0.12	A5SS	18304070.0	18304627.0	18304129.0	18304627.0	18303751.0	18303985.0							0.12
695	AT1G67500	REV3	chr1	-							695	4,18,8,15,20,8,11,8,7,10,9,8,12,1,3,11,9	4,1,0,0,4,0,0,2,0,1,4,7,0,0,4,0,0	7,9,3	0,1,0	248	124	0.000624633604791	0.0449215667445527	0.333,0.9,1.0,1.0,0.714,1.0,1.0,0.667,1.0,0.833,0.529,0.364,1.0,1.0,0.273,1.0,1.0	1.0,0.818,1.0	-0.139	A5SS	25294487.0	25294841.0	25294657.0	25294841.0	25292788.0	25294409.0							-0.139
758	AT3G57470		chr3	-							758	0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0	17,29,17,12,17,7,12,15,18,9,29,19,15,10,18,4,10	0,10,9	13,26,17	216	124	1.91657800741e-11	3.30801364078966e-08	0.0,0.0,0.0,0.0,0.0,0.076,0.046,0.0,0.031,0.06,0.0,0.0,0.0,0.054,0.031,0.126,0.0	0.0,0.181,0.233	-0.113	A5SS	21275499.0	21275667.0	21275591.0	21275667.0	21275337.0	21275405.0							-0.113
928	AT4G03115		chr4	-							928	13,19,16,12,12,21,12,18,16,10,26,8,21,12,8,11,11	0,3,0,2,0,0,2,0,0,2,2,2,0,0,0,0,2	17,11,35	4,3,2	141	124	7.00127297615e-05	0.0075526232230218	1.0,0.848,1.0,0.841,1.0,1.0,0.841,1.0,1.0,0.815,0.92,0.779,1.0,1.0,1.0,1.0,0.829	0.789,0.763,0.939	0.103	A5SS	1384694.0	1384756.0	1384711.0	1384756.0	1384366.0	1384603.0							0.103
1030	AT1G58350	ZW18	chr1	-							1030	4,13,14,5,2,13,4,4,11,7,3,10,11,7,2,9,5	1,1,0,0,0,0,2,3,1,1,1,0,1,0,0,0,0	6,12,7	2,0,5	248	124	6.33413144441e-05	0.0072884739153677	0.667,0.867,1.0,1.0,1.0,1.0,0.5,0.4,0.846,0.778,0.6,1.0,0.846,1.0,1.0,1.0,1.0	0.6,1.0,0.412	0.183	A5SS	21667179.0	21667629.0	21667463.0	21667629.0	21666654.0	21667007.0							0.183
1131	AT1G32230	RCD1	chr1	+							1131	5,3,3,7,15,9,15,7,12,9,12,24,8,5,3,5,3	3,0,0,0,0,1,0,1,0,0,8,1,0,0,0,0,0	14,6,7	1,2,3	210	124	0.000589470329333	0.0442359038447286	0.496,1.0,1.0,1.0,1.0,0.842,1.0,0.805,1.0,1.0,0.47,0.934,1.0,1.0,1.0,1.0,1.0	0.892,0.639,0.579	0.211	A5SS	11612737.0	11613177.0	11612737.0	11613091.0	11613312.0	11614550.0							0.211
1567	AT5G26146		chr5	+							1567	6,29,11,15,14,9,11,26,61,45,29,25,32,11,12,5,8	2,0,0,1,1,2,0,5,2,0,0,2,0,2,0,0,0	15,15,66	2,2,10	248	124	2.5783100821e-07	0.0001483387733901	0.6,1.0,1.0,0.882,0.875,0.692,1.0,0.722,0.938,1.0,1.0,0.862,1.0,0.733,1.0,1.0,1.0	0.789,0.789,0.767	0.119	A5SS	9135924.0	9137685.0	9135924.0	9136002.0	9137792.0	9139579.0							0.119
1639	AT3G08710	TRX9	chr3	+							1639	25,32,32,39,20,38,32,31,39,31,40,38,29,19,16,24,17	6,6,7,5,2,6,2,5,9,6,6,3,10,2,1,6,3	34,47,57	11,26,22	225	124	8.63443832255e-06	0.0016558933938579	0.697,0.746,0.716,0.811,0.846,0.777,0.898,0.774,0.705,0.74,0.786,0.875,0.615,0.84,0.898,0.688,0.757	0.63,0.499,0.588	0.202	A5SS	2645077.0	2645409.0	2645077.0	2645308.0	2645526.0	2645610.0							0.202
1749	AT5G54920		chr5	+							1749	6,10,2,1,3,2,3,1,5,5,8,5,3,2,2,3,4	22,29,31,17,12,23,15,25,32,25,25,24,25,17,17,14,18	1,1,0	22,41,27	139	124	1.9729159948e-06	0.0004864647152892	0.196,0.235,0.054,0.05,0.182,0.072,0.151,0.034,0.122,0.151,0.222,0.157,0.097,0.095,0.095,0.16,0.165	0.039,0.021,0.0	0.112	A5SS	22303033.0	22303148.0	22303033.0	22303133.0	22303488.0	22303523.0							0.112
1764	AT5G57565		chr5	+							1764	0,13,16,6,11,8,7,5,7,13,23,15,6,3,5,8,2	2,1,1,0,0,2,5,2,1,2,2,3,3,1,1,0,0	9,15,13	10,5,7	168	124	0.000117850765275	0.0107058116244552	0.0,0.906,0.922,1.0,1.0,0.747,0.508,0.649,0.838,0.828,0.895,0.787,0.596,0.689,0.787,1.0,1.0	0.399,0.689,0.578	0.218	A5SS	23311213.0	23311285.0	23311213.0	23311241.0	23311383.0	23311437.0							0.218
2012	AT3G29010		chr3	+							2012	14,16,8,6,15,8,8,9,13,10,18,6,14,14,10,6,11	2,0,0,0,0,2,0,0,0,2,0,2,0,0,2,1,0	13,19,14	3,5,0	248	124	1.84571488633e-05	0.0028234227077996	0.778,1.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.714,1.0,0.6,1.0,1.0,0.714,0.75,1.0	0.684,0.655,1.0	0.116	A5SS	11006581.0	11007123.0	11006581.0	11006762.0	11007205.0	11007444.0							0.116
2031	AT3G44480	RPP1	chr3	-							2031	6,3,18,7,2,1,7,8,1,0,1,3,1,10,0,14,1	3,15,15,9,7,17,7,4,24,16,18,7,19,12,12,14,1	1,2,0	10,38,38	126	124	4.48627530125e-07	0.0001935827792489	0.663,0.164,0.541,0.434,0.219,0.055,0.496,0.663,0.039,0.0,0.052,0.297,0.049,0.451,0.0,0.496,0.496	0.09,0.049,0.0	0.255	A5SS	16092086.0	16093502.0	16092088.0	16093502.0	16091969.0	16091999.0							0.255
21	AT4G37680	HHP4	chr4	+							21	10,6,20,11,17,19,9,10,15,12,16,27,11,5,4,7,5	7,20,8,14,2,3,4,8,11,7,7,16,17,6,5,8,1	7,12,7	22,16,14	248	124	0.000404998011752	0.0417071468670367	0.417,0.13,0.556,0.282,0.81,0.76,0.529,0.385,0.405,0.462,0.533,0.458,0.244,0.294,0.286,0.304,0.714	0.137,0.273,0.2	0.242	A3SS	17701006.0	17701481.0	17701223.0	17701481.0	17700633.0	17700885.0							0.242
176	AT4G19440		chr4	-							176	0,1,0,0,2,1,1,0,0,1,0,2,3,0,0,2,0	4,3,7,7,3,7,4,6,7,4,10,7,6,6,3,5,3	2,5,1	3,7,6	145	124	5.02803245805e-06	0.002016241015678	0.0,0.222,0.0,0.0,0.363,0.109,0.176,0.0,0.0,0.176,0.0,0.196,0.3,0.0,0.0,0.255,0.0	0.363,0.379,0.125	-0.183	A3SS	10601512.0	10601900.0	10601512.0	10601879.0	10601982.0	10604624.0							-0.183
671	AT3G53680		chr3	-							671	0,2,0,5,0,4,2,0,2,2,0,0,0,1,3,0,1	7,6,9,16,2,6,2,6,8,4,12,6,9,11,19,4,6	1,4,5	9,12,3	130	124	0.000250163279787	0.0316785711140801	0.0,0.241,0.0,0.23,0.0,0.389,0.488,0.0,0.193,0.323,0.0,0.0,0.0,0.08,0.131,0.0,0.137	0.096,0.241,0.614	-0.187	A3SS	19895825.0	19895960.0	19895825.0	19895954.0	19896119.0	19896198.0							-0.187
811	AT5G04280	RZ1C	chr5	+							811	21,28,20,25,16,15,30,20,23,20,47,22,17,4,21,12,22	4,5,4,4,0,2,1,4,4,8,8,3,2,0,1,2,0	20,32,24	7,13,7	137	124	0.000279307044929	0.0336006375049586	0.826,0.835,0.819,0.85,1.0,0.872,0.964,0.819,0.839,0.694,0.842,0.869,0.885,1.0,0.95,0.844,1.0	0.721,0.69,0.756	0.155	A3SS	1192952.0	1195033.0	1192965.0	1195033.0	1192450.0	1192571.0							0.155
1134	AT2G33815		chr2	-							1134	4,6,11,0,2,1,0,0,1,6,1,3,2,7,7,1,1	3,5,0,5,3,8,6,4,11,3,3,0,5,1,5,1,7	0,2,0	3,5,4	142	124	0.000486684150999	0.0446702674880565	0.538,0.512,1.0,0.0,0.368,0.098,0.0,0.0,0.074,0.636,0.225,1.0,0.259,0.859,0.55,0.466,0.111	0.0,0.259,0.0	0.308	A3SS	14305007.0	14305640.0	14305007.0	14305622.0	14305717.0	14306053.0							0.308
1180	AT1G58025		chr1	-							1180	0,0,0,0,1,2,1,0,2,0,2,2,0,0,1,2,0	5,5,6,3,1,5,1,5,6,3,9,11,1,2,7,1,2	1,4,1	3,5,3	141	124	0.000337542040541	0.0386726737876974	0.0,0.0,0.0,0.0,0.468,0.26,0.468,0.0,0.227,0.0,0.163,0.138,0.0,0.0,0.112,0.638,0.0	0.227,0.413,0.227	-0.143	A3SS	21461094.0	21461838.0	21461094.0	21461821.0	21462115.0	21462196.0							-0.143
1360	AT1G08220		chr1	-							1360	4,8,6,8,10,11,9,5,13,9,7,9,4,4,6,4,5	26,23,45,35,14,25,25,16,33,21,39,45,24,18,13,16,17	18,26,14	41,39,23	129	124	0.000578135827852	0.0448708000584487	0.129,0.251,0.114,0.18,0.407,0.297,0.257,0.231,0.275,0.292,0.147,0.161,0.138,0.176,0.307,0.194,0.22	0.297,0.391,0.369	-0.13	A3SS	2582796.0	2582865.0	2582796.0	2582860.0	2582997.0	2583038.0							-0.13
1555	AT1G05870		chr1	-							1555	48,61,36,24,31,44,41,21,63,74,73,31,36,36,29,37,14	1,8,4,1,1,4,2,1,3,3,5,0,1,1,4,4,2	24,55,48	15,6,7	181	124	5.41572668391e-05	0.0118456712740795	0.97,0.839,0.86,0.943,0.955,0.883,0.934,0.935,0.935,0.944,0.909,1.0,0.961,0.961,0.832,0.864,0.827	0.523,0.863,0.824	0.178	A3SS	1771386.0	1771814.0	1771386.0	1771757.0	1771891.0	1771954.0							0.178
1592	AT2G02480	STI	chr2	+							1592	38,23,36,34,20,32,18,32,15,19,38,34,41,13,13,12,22	2,3,2,9,0,4,1,3,8,1,6,8,5,0,4,4,6	25,39,39	7,17,11	135	124	0.000367493261825	0.0401903994523159	0.946,0.876,0.943,0.776,1.0,0.88,0.943,0.907,0.633,0.946,0.853,0.796,0.883,1.0,0.749,0.734,0.771	0.766,0.678,0.765	0.125	A3SS	660994.0	663150.0	661005.0	663150.0	660654.0	660863.0							0.125
1934	AT2G01830	AHK4	chr2	-							1934	3,6,1,8,5,7,5,6,1,7,13,7,3,2,1,3,4	0,0,0,0,0,2,1,1,0,0,1,3,0,0,1,2,2	5,14,3	2,4,4	129	124	2.22313921938e-07	0.0001337218240457	1.0,1.0,1.0,1.0,1.0,0.771,0.828,0.852,1.0,1.0,0.926,0.692,1.0,1.0,0.49,0.59,0.658	0.706,0.771,0.419	0.239	A3SS	366886.0	367436.0	366886.0	367431.0	367954.0	368357.0							0.239
2020	AT3G25570	SAMDC3	chr3	-							2020	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	13,24,9,11,3,3,10,6,7,4,4,10,11,7,6,6,8	2,5,1	14,22,8	157	124	0.000432046765861	0.0417071468670367	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.101,0.152,0.09	-0.114	A3SS	9288727.0	9288915.0	9288727.0	9288882.0	9289081.0	9289151.0							-0.114
2242	AT5G06510	NFYA10	chr5	+							2242	1,2,2,2,0,1,0,1,1,1,0,0,2,3,2,0,3	14,12,13,8,12,8,9,4,19,16,16,11,18,20,7,6,11	10,2,1	14,9,23	146	124	0.000433366031453	0.0417071468670367	0.057,0.124,0.116,0.175,0.0,0.096,0.0,0.175,0.043,0.05,0.0,0.0,0.086,0.113,0.195,0.0,0.188	0.378,0.159,0.036	-0.108	A3SS	1985387.0	1985631.0	1985409.0	1985631.0	1984822.0	1985060.0							-0.108
2609	AT5G20680	TBL16	chr5	+							2609	7,7,13,5,4,14,4,2,11,7,14,15,6,3,2,3,4	0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,3,2	6,10,13	1,3,2	245	124	0.000530221203588	0.0446702674880565	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736,1.0,0.78,0.791,1.0,1.0,0.336,0.336,0.503	0.752,0.628,0.767	0.136	A3SS	6998778.0	6998998.0	6998899.0	6998998.0	6998102.0	6998350.0							0.136
62	AT4G33330	PGSIP3	chr4	-			16060011.0	16060565.0	16060650.0	16061176.0	62	0,0,2,0,0,0,1,0,2,0,0,0,2,1,0,2,0	2,4,8,3,11,7,6,12,12,6,9,15,14,7,5,5,6	5,1,4	5,13,10	209	124	4.46398505138e-06	0.0007261415683578	0.0,0.0,0.129,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.078,0.078,0.0,0.192,0.0	0.372,0.044,0.192	-0.164	RI											16060011.0	16061176.0	-0.164
96	AT4G31170		chr4	-			15155047.0	15155118.0	15155409.0	15155742.0	96	13,34,31,17,16,49,31,18,15,23,32,39,27,24,18,24,15	10,6,5,5,6,6,6,3,6,0,7,5,10,3,6,6,2	20,34,11	8,16,14	248	124	0.00117188717009	0.0407878733004936	0.394,0.739,0.756,0.63,0.571,0.803,0.721,0.75,0.556,1.0,0.696,0.796,0.574,0.8,0.6,0.667,0.789	0.556,0.515,0.282	0.246	RI											15155047.0	15155742.0	0.246
235	AT4G20380	LSD1	chr4	+			11004834.0	11004896.0	11005018.0	11005150.0	235	11,20,12,23,14,4,17,11,17,13,21,18,24,19,13,14,14	2,1,1,2,0,0,2,0,4,0,3,2,0,1,0,0,0	19,38,25	4,7,1	246	124	2.6617100235e-07	8.118215571675e-05	0.735,0.91,0.858,0.853,1.0,1.0,0.811,1.0,0.682,1.0,0.779,0.819,1.0,0.905,1.0,1.0,1.0	0.705,0.732,0.926	0.115	RI											11004834.0	11005150.0	0.115
377	AT4G11840	PLDGAMMA3	chr4	-			7124898.0	7125245.0	7125335.0	7126317.0	377	18,11,4,15,15,14,17,4,13,23,26,14,31,14,3,13,7	0,0,0,0,0,1,0,2,1,3,3,0,0,1,0,0,0	5,29,6	1,6,1	214	124	4.07727342111e-07	0.0001170417311471	1.0,1.0,1.0,1.0,1.0,0.89,1.0,0.537,0.883,0.816,0.834,1.0,1.0,0.89,1.0,1.0,1.0	0.743,0.737,0.777	0.18	RI											7124898.0	7126317.0	0.18
438	AT4G21750	ATML1	chr4	+			11555715.0	11556189.0	11556838.0	11557200.0	438	5,14,7,19,4,1,2,12,9,3,21,7,6,3,9,12,6	1,1,0,3,0,0,0,0,0,1,0,1,3,0,0,0,0	6,6,17	2,4,0	248	124	0.00040179980209	0.0213218707376295	0.714,0.875,1.0,0.76,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.778,0.5,1.0,1.0,1.0,1.0	0.6,0.429,1.0	0.219	RI											11555715.0	11557200.0	0.219
440	AT4G02430	SR34b	chr4	+			1069174.0	1069272.0	1069457.0	1069523.0	440	19,26,28,12,15,19,20,6,19,12,43,33,14,10,13,18,15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,22,18	0,9,1	248	124	1.26275476297e-05	0.0016994548450581	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.55,0.9	0.183	RI											1069174.0	1069523.0	0.183
732	AT2G30740	PTI12	chr2	+			13095650.0	13095700.0	13095848.0	13096492.0	732	7,12,18,5,11,23,6,4,17,11,12,10,20,7,15,8,12	0,0,2,1,0,0,1,3,0,0,3,0,0,2,1,1,0	15,13,12	2,4,3	248	124	9.48676194046e-07	0.0002314769913472	1.0,1.0,0.818,0.714,1.0,1.0,0.75,0.4,1.0,1.0,0.667,1.0,1.0,0.636,0.882,0.8,1.0	0.789,0.619,0.667	0.171	RI											13095650.0	13096492.0	0.171
875	AT2G20815	QWRF3	chr2	+			8959254.0	8960041.0	8960128.0	8960923.0	875	10,14,11,5,10,12,9,7,3,2,17,19,11,3,15,4,4	3,5,4,2,0,1,5,0,3,2,6,4,0,3,0,1,0	10,15,10	0,0,2	211	124	0.00049419686457	0.0238780267237782	0.662,0.622,0.618,0.595,1.0,0.876,0.514,1.0,0.37,0.37,0.625,0.736,1.0,0.37,1.0,0.702,1.0	1.0,1.0,0.746	-0.206	RI											8959254.0	8960923.0	-0.206
1091	AT4G22110		chr4	-			11711973.0	11712069.0	11712207.0	11712272.0	1091	2,0,2,3,1,0,2,1,0,0,7,0,3,2,0,1,0	6,11,17,5,6,15,14,5,19,9,29,6,10,6,5,4,3	4,2,6	4,22,7	248	124	0.000754440642924	0.0304893587095881	0.143,0.0,0.056,0.231,0.077,0.0,0.067,0.091,0.0,0.0,0.108,0.0,0.13,0.143,0.0,0.111,0.0	0.333,0.043,0.3	-0.157	RI											11711973.0	11712272.0	-0.157
1131	AT3G59570		chr3	-			22001586.0	22001702.0	22001774.0	22002051.0	1131	21,30,25,20,17,25,21,11,32,25,44,19,18,20,19,15,11	0,2,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0	19,33,31	2,1,6	196	124	1.48552846466e-05	0.0018123447268852	1.0,0.905,1.0,0.927,1.0,0.888,0.869,0.874,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.857,0.954,0.766	0.104	RI											22001586.0	22002051.0	0.104
1134	AT3G59310		chr3	-			21922848.0	21922917.0	21923010.0	21923062.0	1134	12,33,73,99,26,35,37,15,36,15,43,15,52,42,61,27,52	37,72,126,101,64,30,68,13,20,24,70,11,53,83,128,52,49	64,75,135	69,69,67	217	124	0.00152156300494	0.0475976119494051	0.156,0.208,0.249,0.359,0.188,0.4,0.237,0.397,0.507,0.263,0.26,0.438,0.359,0.224,0.214,0.229,0.377	0.346,0.383,0.535	-0.123	RI											21922848.0	21923062.0	-0.123
1250	AT2G44280		chr2	-			18303751.0	18303985.0	18304129.0	18304627.0	1250	5,14,6,9,3,7,3,8,13,10,14,10,3,5,8,8,3	0,2,0,1,1,0,1,0,1,2,4,3,0,0,0,0,0	20,15,10	2,3,2	248	124	0.000377758490701	0.0206345561232702	1.0,0.778,1.0,0.818,0.6,1.0,0.6,1.0,0.867,0.714,0.636,0.625,1.0,1.0,1.0,1.0,1.0	0.833,0.714,0.714	0.107	RI											18303751.0	18304627.0	0.107
1461	AT5G04280	RZ1C	chr5	+			1192450.0	1192571.0	1192965.0	1195033.0	1461	33,22,19,15,21,19,29,14,26,24,47,21,19,17,27,13,24	4,5,4,4,0,2,1,4,4,8,8,3,2,0,1,2,0	27,48,15	7,13,7	248	124	0.00123080459801	0.0417106002658944	0.805,0.688,0.704,0.652,1.0,0.826,0.935,0.636,0.765,0.6,0.746,0.778,0.826,1.0,0.931,0.765,1.0	0.659,0.649,0.517	0.195	RI											1192450.0	1195033.0	0.195
1553	AT1G79580	SMB	chr1	-			29942735.0	29942977.0	29943257.0	29943498.0	1553	7,7,6,2,11,15,2,7,7,5,4,7,10,8,3,4,9	1,0,2,3,0,4,0,0,5,0,2,4,1,0,0,0,5	12,11,4	1,0,0	248	124	9.23438437505e-05	0.006827847840946	0.778,1.0,0.6,0.25,1.0,0.652,1.0,1.0,0.412,1.0,0.5,0.467,0.833,1.0,1.0,1.0,0.474	0.857,1.0,1.0	-0.19	RI											29942735.0	29943498.0	-0.19
1661	AT2G31600		chr2	-			13448179.0	13448407.0	13448484.0	13448805.0	1661	13,26,21,20,11,13,14,9,11,24,31,22,16,21,5,22,3	0,4,2,6,1,3,7,3,5,6,4,16,0,6,7,2,2	17,30,13	11,13,12	201	124	0.00146614904128	0.0469686747317454	1.0,0.8,0.866,0.673,0.872,0.728,0.552,0.649,0.576,0.712,0.827,0.459,1.0,0.683,0.306,0.872,0.481	0.488,0.587,0.401	0.217	RI											13448179.0	13448805.0	0.217
1713	AT5G06265		chr5	+			1905778.0	1906424.0	1906566.0	1906766.0	1713	14,21,33,10,14,18,13,3,17,22,14,10,10,8,12,12,9	5,1,1,0,0,4,1,1,5,4,8,1,2,0,1,0,0	25,27,14	0,0,2	248	124	0.000680146491405	0.0286130592935896	0.583,0.913,0.943,1.0,1.0,0.692,0.867,0.6,0.63,0.733,0.467,0.833,0.714,1.0,0.857,1.0,1.0	1.0,1.0,0.778	-0.112	RI											1905778.0	1906766.0	-0.112
